"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"str_cfgvehicles_ammobox_new_556x4555fmj1","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","Патроны 5,56x45 мм 55 FMJ в коробке.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.","A box of 5.56x45mm 55 FMJ Rounds.",
"str_cfgvehicles_ammobox_new_556x4555hp0","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Коробка патронов 5,56x45 мм 55 HP","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds","Boxed 5.56x45mm 55 HP Rounds",
"str_cfgvehicles_ammobox_new_556x4555hp1","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","Патроны 5,56x45 мм 55 HP в коробке.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.","A box of 5.56x45mm 55 HP Rounds.",
"str_cfgvehicles_ammobox_new_556x45warmage0","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Коробка патронов 5,56x45 мм Warmage","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds","Boxed 5.56x45mm Warmage Rounds",
"str_cfgvehicles_ammobox_new_556x45warmage1","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","Патроны 5,56x45 мм Warmage в коробке.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.","A box of 5.56x45mm Warmage Rounds.",
"str_cfgvehicles_ammobox_new_556x45imbalanced0","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Коробка патронов 5,56x45 мм Imbalanced","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds","Boxed 5,56x45mm Imbalanced Rounds",
"str_cfgvehicles_ammobox_new_556x45imbalanced1","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","Патроны 5,56x45 мм Imbalanced в коробке.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.","A box of 5,56x45mm Imbalanced Rounds.",
"str_cfgvehicles_ammobox_new_762x39hp0","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Коробка патронов 7,62x39 мм HP","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds","Boxed 7.62x39mm HP Rounds",
"str_cfgvehicles_ammobox_new_762x39hp1","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","Патроны 7,62x39 мм HP в коробке.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.","A box of 7.62x39mm HP Rounds.",
"str_cfgvehicles_ammobox_new_762x39bp0","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Коробка патронов 7,62x39 мм БП","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds","Boxed 7.62x39mm BP Rounds",
"str_cfgvehicles_ammobox_new_762x39bp1","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","Патроны 7,62x39 мм БП в коробке.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.","A box of 7.62x39mm BP Rounds.",
"str_cfgvehicles_ammobox_new_762x39ps0","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Коробка патронов 7,62x39 мм ПС","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds","Boxed 7.62x39mm PS Rounds",
"str_cfgvehicles_ammobox_new_762x39ps1","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","Патроны 7,62x39 мм ПС в коробке.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.","A box of 7.62x39mm PS Rounds.",
"str_cfgvehicles_ammobox_new_762x39t45m0","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Коробка патронов 7,62x39 мм T45M","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds","Boxed 7.62x39mm T45M Rounds",
"str_cfgvehicles_ammobox_new_762x39t45m1","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","Патроны 7,62x39 мм T45M в коробке.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.","A box of 7.62x39mm T45M Rounds.",
"str_cfgvehicles_ammobox_new_762x39us0","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Коробка патронов 7,62x39 мм УС","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds","Boxed 7.62x39mm US Rounds",
"str_cfgvehicles_ammobox_new_762x39us1","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","Патроны 7,62x39 мм УС в коробке.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.","A box of 7.62x39mm US Rounds.",
"str_cfgvehicles_ammobox_new_762x39imbalanced0","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Коробка патронов 7,62x39 мм Imbalanced","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds","Boxed 7.62x39mm Imbalanced Rounds",
"str_cfgvehicles_ammobox_new_762x39imbalanced1","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","Патроны 7,62x39 мм Imbalanced в коробке.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.","A box of 7.62x39mm Imbalanced Rounds.",
"str_cfgvehicles_ammobox_new_762x547bt10","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Коробка патронов 7,62x54 мм R 7БТ1","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds","Boxed 7.62x54mm R 7BT1 Rounds",
"str_cfgvehicles_ammobox_new_762x547bt11","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","Патроны 7,62x54 мм R 7БТ1 в коробке.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.","A box of 7.62x54mm R 7BT1 Rounds.",
"str_cfgvehicles_ammobox_new_762x547h370","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Коробка патронов 7,62x54 мм R 7Н37","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds","Boxed 7.62x54mm R 7N37 Rounds",
"str_cfgvehicles_ammobox_new_762x547h371","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","Патроны 7,62x54 мм R 7Н37 в коробке.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.","A box of 7.62x54mm R 7N37 Rounds.",
"str_cfgvehicles_ammobox_new_762x54lps0","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Коробка патронов 7,62x54 мм R ЛПС гж","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds","Boxed 7.62x54mm R LPS gzh Rounds",
"str_cfgvehicles_ammobox_new_762x54lps1","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","Патроны 7,62x54 мм R ЛПС гж в коробке.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.","A box of 7.62x54mm R LPS gzh Rounds.",
"str_cfgvehicles_ammobox_new_762x54snb0","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Коробка патронов 7,62x54 мм R СНБ","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds","Boxed 7.62x54mm R SNB Rounds",
"str_cfgvehicles_ammobox_new_762x54snb1","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","Патроны 7,62x54 мм R СНБ в коробке.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.","A box of 7.62x54mm R SNB Rounds.",
"str_cfgvehicles_ammobox_new_762x547h10","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Коробка патронов 7,62x54 мм R Снайперский патрон 7Н1","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds","Boxed 7.62x54mm R 7N1 Sniper cartridge Rounds",
"str_cfgvehicles_ammobox_new_762x547h11","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","Патроны 7,62x54 мм R Снайперский патрон 7Н1 в коробке.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.","A box of 7.62x54mm R 7N1 Sniper cartridge Rounds.",
"str_cfgvehicles_ammobox_new_762x54t46m0","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Коробка патронов 7,62x54 мм R Т-46М","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds","Boxed 7.62x54mm R T-46M Rounds",
"str_cfgvehicles_ammobox_new_762x54t46m1","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","Патроны 7,62x54 мм R Т-46М в коробке.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.","A box of 7.62x54mm R T-46M Rounds.",
"str_cfgvehicles_ammobox_new_762x54imbalanced0","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Коробка патронов 7,62x54 мм R Imbalanced","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds","Boxed 7.62x54mm R Imbalanced Rounds",
"str_cfgvehicles_ammobox_new_762x54imbalanced1","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","Патроны 7,62x54 мм R Imbalanced в коробке.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.","A box of 7.62x54mm R Imbalanced Rounds.",
"str_cfgvehicles_ammobox_new_9x19pst0","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Коробка патронов 9x19 мм ПСТ гж","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds","Boxed 9x19mm PST gzh Rounds",
"str_cfgvehicles_ammobox_new_9x19pst1","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","Патроны 9x19 мм ПСТ гж в коробке.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.","A box of 9x19mm PST gzh Rounds.",
"str_cfgvehicles_ammobox_new_9x19pso0","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Коробка патронов 9x19 мм ПСО гж","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds","Boxed 9x19mm PSO gzh Rounds",
"str_cfgvehicles_ammobox_new_9x19pso1","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","Патроны 9x19 мм ПСО гж в коробке.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.","A box of 9x19mm PSO gzh Rounds.",
"str_cfgvehicles_ammobox_new_9x19lugercci0","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Коробка патронов 9x19 мм Luger CCI","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds","Boxed 9x19mm Luger CCI Rounds",
"str_cfgvehicles_ammobox_new_9x19lugercci1","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","Патроны 9x19 мм Luger CCI в коробке.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.","A box of 9x19mm Luger CCI Rounds.",
"str_cfgvehicles_ammobox_new_9x19rip0","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Коробка патронов 9x19 мм RIP","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds","Boxed 9x19mm RIP Rounds",
"str_cfgvehicles_ammobox_new_9x19rip1","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","Патроны 9x19 мм RIP в коробке.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.","A box of 9x19mm RIP Rounds.",
"str_cfgvehicles_ammobox_new_9x19ap0","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Коробка патронов 9x19 мм AP 6.3","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds","Boxed 9x19mm AP 6.3 Rounds",
